Date	Time	Global_active_power	Global_reactive_power	Voltage	Global_intensity	Sub_metering_1	Sub_metering_2	Sub_metering_3
09/03/2025	14:00:00	0.508	0.13	233.182	2.249	0.327	0.225	0.365
09/03/2025	16:00:00	0.664	0.178	234.145	2.936	0.44	0.3	0.488
09/03/2025	18:00:00	1.023	0.346	229.007	4.716	0.694	0.477	0.775
09/03/2025	20:00:00	0.884	0.138	230.249	3.886	0.599	0.406	0.663
09/03/2025	22:00:00	0.591	0.108	227.206	2.644	0.375	0.273	0.433
10/03/2025	00:00:00	0.148	0.04	230.891	0.663	0.067	0.05	0.078
10/03/2025	02:00:00	0.11	0.032	237.228	0.483	0.042	0.03	0.048
10/03/2025	04:00:00	0.127	0.045	238.762	0.563	0.054	0.038	0.061
10/03/2025	06:00:00	0.884	0.304	238.328	3.921	0.58	0.419	0.667
10/03/2025	08:00:00	0.482	0.156	238.248	2.126	0.305	0.214	0.345
10/03/2025	10:00:00	0.354	0.09	239.219	1.526	0.214	0.151	0.243
10/03/2025	12:00:00	0.754	0.244	230.166	3.442	0.496	0.35	0.562
10/03/2025	14:00:00	0.476	0.088	230.425	2.101	0.292	0.218	0.341
10/03/2025	16:00:00	0.652	0.192	230.287	2.953	0.421	0.302	0.482
10/03/2025	18:00:00	1.025	0.283	235.751	4.509	0.683	0.487	0.78
10/03/2025	20:00:00	0.741	0.223	229.604	3.372	0.486	0.344	0.553
10/03/2025	22:00:00	0.497	0.112	235.607	2.161	0.308	0.227	0.357
11/03/2025	00:00:00	0.172	0.039	225.39	0.785	0.084	0.063	0.098
11/03/2025	02:00:00	0.114	0.032	232.901	0.509	0.045	0.032	0.051
11/03/2025	04:00:00	0.119	0.029	228.407	0.536	0.049	0.034	0.055
11/03/2025	06:00:00	0.905	0.243	228.93	4.094	0.603	0.425	0.683
11/03/2025	08:00:00	0.483	0.129	238.075	2.1	0.295	0.223	0.346
11/03/2025	10:00:00	0.361	0.083	231.77	1.597	0.214	0.158	0.249
11/03/2025	12:00:00	0.836	0.222	229.815	3.766	0.535	0.405	0.629
11/03/2025	14:00:00	0.47	0.154	236.775	2.089	0.302	0.205	0.334
11/03/2025	16:00:00	0.578	0.116	235.344	2.505	0.375	0.26	0.421
11/03/2025	18:00:00	1.064	0.161	237.891	4.523	0.696	0.517	0.811
11/03/2025	20:00:00	0.786	0.175	234.516	3.435	0.516	0.367	0.589
11/03/2025	22:00:00	0.449	0.073	237.556	1.915	0.278	0.201	0.319
12/03/2025	00:00:00	0.155	0.05	225.386	0.72	0.074	0.052	0.083
12/03/2025	02:00:00	0.118	0.031	226.484	0.539	0.048	0.034	0.054
12/03/2025	04:00:00	0.125	0.028	233.534	0.549	0.054	0.037	0.06
12/03/2025	06:00:00	0.919	0.284	236.168	4.071	0.598	0.442	0.695
12/03/2025	08:00:00	0.46	0.163	230.411	2.119	0.283	0.208	0.328
12/03/2025	10:00:00	0.393	0.137	234.689	1.775	0.237	0.174	0.275
12/03/2025	12:00:00	0.774	0.223	229.815	3.506	0.514	0.358	0.578
12/03/2025	14:00:00	0.394	0.132	229.191	1.812	0.235	0.176	0.275
12/03/2025	16:00:00	0.655	0.175	230.673	2.939	0.43	0.298	0.482
12/03/2025	18:00:00	0.893	0.177	228.667	3.981	0.603	0.412	0.671
12/03/2025	20:00:00	0.797	0.173	230.648	3.538	0.517	0.378	0.598
12/03/2025	22:00:00	0.453	0.133	228.912	2.064	0.275	0.207	0.323
13/03/2025	00:00:00	0.163	0.044	236.052	0.715	0.077	0.058	0.09
13/03/2025	02:00:00	0.108	0.038	235.592	0.485	0.039	0.03	0.046
13/03/2025	04:00:00	0.128	0.022	227.985	0.567	0.055	0.039	0.062
13/03/2025	06:00:00	0.888	0.262	235.531	3.931	0.574	0.428	0.67
13/03/2025	08:00:00	0.465	0.163	234.613	2.101	0.287	0.21	0.332
13/03/2025	10:00:00	0.36	0.084	228.077	1.619	0.221	0.152	0.246
13/03/2025	12:00:00	0.797	0.14	234.657	3.447	0.509	0.383	0.597
13/03/2025	14:00:00	0.407	0.121	231.233	1.837	0.249	0.18	0.286
13/03/2025	16:00:00	0.565	0.152	227.313	2.574	0.37	0.251	0.409
13/03/2025	18:00:00	0.961	0.219	225.742	4.365	0.629	0.461	0.729
13/03/2025	20:00:00	0.777	0.174	229.899	3.462	0.518	0.356	0.578
13/03/2025	22:00:00	0.5	0.153	229.873	2.274	0.308	0.23	0.36
14/03/2025	00:00:00	0.178	0.063	234.544	0.805	0.09	0.063	0.102
14/03/2025	02:00:00	0.108	0.022	239.494	0.46	0.04	0.03	0.046
14/03/2025	04:00:00	0.137	0.045	232.286	0.619	0.061	0.043	0.069
14/03/2025	06:00:00	0.936	0.226	225.55	4.27	0.625	0.439	0.707
14/03/2025	08:00:00	0.456	0.116	230.265	2.043	0.278	0.207	0.325
14/03/2025	10:00:00	0.409	0.14	225.507	1.916	0.245	0.184	0.287
14/03/2025	12:00:00	0.768	0.223	234.278	3.413	0.496	0.364	0.574
14/03/2025	14:00:00	0.463	0.145	226.111	2.147	0.281	0.212	0.331
14/03/2025	16:00:00	0.542	0.177	230.33	2.475	0.339	0.249	0.393
14/03/2025	18:00:00	1.045	0.221	227.512	4.694	0.704	0.492	0.794
14/03/2025	20:00:00	0.79	0.223	233.189	3.52	0.506	0.378	0.592
14/03/2025	22:00:00	0.531	0.098	233.53	2.312	0.343	0.236	0.383
15/03/2025	00:00:00	0.165	0.055	228.168	0.762	0.082	0.056	0.091
15/03/2025	02:00:00	0.129	0.044	232.914	0.584	0.054	0.04	0.063
15/03/2025	04:00:00	0.153	0.05	238.852	0.674	0.07	0.053	0.082
15/03/2025	06:00:00	0.986	0.196	225.551	4.456	0.655	0.468	0.748
15/03/2025	08:00:00	0.555	0.167	231.19	2.509	0.348	0.257	0.404
15/03/2025	10:00:00	0.443	0.132	235.394	1.963	0.272	0.198	0.314
15/03/2025	12:00:00	0.756	0.186	226.041	3.446	0.495	0.353	0.565
15/03/2025	14:00:00	0.474	0.128	237.347	2.068	0.295	0.213	0.339
15/03/2025	16:00:00	0.615	0.158	237.246	2.678	0.386	0.29	0.452
15/03/2025	18:00:00	1.112	0.226	231.391	4.905	0.762	0.518	0.844
15/03/2025	20:00:00	0.918	0.322	235.928	4.124	0.61	0.433	0.694
15/03/2025	22:00:00	0.568	0.144	232.452	2.519	0.371	0.253	0.412
16/03/2025	00:00:00	0.169	0.039	226.554	0.766	0.085	0.058	0.095
16/03/2025	02:00:00	0.128	0.025	234.596	0.558	0.056	0.039	0.063
16/03/2025	04:00:00	0.132	0.044	236.378	0.589	0.057	0.042	0.066
16/03/2025	06:00:00	0.999	0.305	229.756	4.544	0.651	0.484	0.759
16/03/2025	08:00:00	0.518	0.143	225.391	2.384	0.333	0.23	0.373
16/03/2025	10:00:00	0.45	0.13	237.242	1.976	0.284	0.197	0.319
16/03/2025	12:00:00	0.804	0.189	225.922	3.658	0.533	0.374	0.602
16/03/2025	14:00:00	0.509	0.17	234.218	2.291	0.328	0.225	0.365
16/03/2025	16:00:00	0.677	0.144	237.053	2.919	0.433	0.317	0.501
16/03/2025	18:00:00	0.988	0.34	227.712	4.59	0.647	0.476	0.751
16/03/2025	20:00:00	0.893	0.167	238.521	3.808	0.598	0.416	0.672
16/03/2025	22:00:00	0.489	0.114	230.153	2.18	0.3	0.224	0.351
17/03/2025	00:00:00	0.174	0.052	238.636	0.759	0.088	0.061	0.098
17/03/2025	02:00:00	0.101	0.036	235.324	0.458	0.035	0.026	0.041
17/03/2025	04:00:00	0.136	0.033	235.635	0.596	0.06	0.043	0.069
17/03/2025	06:00:00	0.96	0.154	236.552	4.109	0.652	0.444	0.724
17/03/2025	08:00:00	0.52	0.134	235.382	2.28	0.321	0.24	0.376
17/03/2025	10:00:00	0.356	0.073	237.24	1.533	0.216	0.152	0.245
17/03/2025	12:00:00	0.754	0.23	225.485	3.497	0.491	0.354	0.563
17/03/2025	14:00:00	0.435	0.149	238.854	1.925	0.27	0.192	0.308
17/03/2025	16:00:00	0.584	0.111	239.753	2.48	0.373	0.268	0.427
17/03/2025	18:00:00	1.08	0.359	232.708	4.89	0.723	0.513	0.823
17/03/2025	20:00:00	0.773	0.131	234.517	3.345	0.515	0.356	0.576
17/03/2025	22:00:00	0.469	0.163	229.494	2.163	0.289	0.212	0.335
18/03/2025	00:00:00	0.15	0.034	232.492	0.663	0.071	0.049	0.08
18/03/2025	02:00:00	0.099	0.031	230.131	0.453	0.034	0.025	0.04
18/03/2025	04:00:00	0.127	0.031	229.53	0.571	0.055	0.038	0.062
18/03/2025	06:00:00	0.919	0.308	236.151	4.105	0.623	0.424	0.691
18/03/2025	08:00:00	0.457	0.156	227.943	2.118	0.282	0.206	0.325
18/03/2025	10:00:00	0.386	0.08	239.722	1.644	0.233	0.169	0.269
18/03/2025	12:00:00	0.775	0.155	234.325	3.374	0.515	0.357	0.578
18/03/2025	14:00:00	0.442	0.097	235.004	1.927	0.269	0.201	0.314
18/03/2025	16:00:00	0.564	0.109	235.291	2.442	0.358	0.258	0.411
18/03/2025	18:00:00	1.076	0.31	228.298	4.905	0.713	0.517	0.821
18/03/2025	20:00:00	0.889	0.247	229.324	4.022	0.576	0.427	0.671
18/03/2025	22:00:00	0.493	0.152	237.79	2.17	0.316	0.217	0.353
19/03/2025	00:00:00	0.177	0.038	226.18	0.801	0.088	0.064	0.102
19/03/2025	02:00:00	0.102	0.023	233.997	0.447	0.036	0.026	0.042
19/03/2025	04:00:00	0.119	0.026	238.549	0.51	0.048	0.035	0.055
19/03/2025	06:00:00	0.927	0.28	225.511	4.293	0.615	0.438	0.701
19/03/2025	08:00:00	0.493	0.104	228.181	2.207	0.306	0.224	0.354
19/03/2025	10:00:00	0.388	0.111	229.119	1.761	0.232	0.172	0.27
19/03/2025	12:00:00	0.784	0.28	231.399	3.598	0.499	0.377	0.587
19/03/2025	14:00:00	0.434	0.11	227.812	1.965	0.267	0.193	0.307
19/03/2025	16:00:00	0.619	0.165	239.195	2.676	0.405	0.279	0.453
19/03/2025	18:00:00	1.032	0.334	238.743	4.542	0.701	0.481	0.781
19/03/2025	20:00:00	0.885	0.271	230.913	4.007	0.6	0.406	0.663
19/03/2025	22:00:00	0.503	0.105	230.734	2.229	0.314	0.229	0.363
20/03/2025	00:00:00	0.153	0.04	233.151	0.678	0.074	0.051	0.082
20/03/2025	02:00:00	0.108	0.033	237.156	0.477	0.041	0.029	0.046
20/03/2025	04:00:00	0.123	0.024	230.805	0.544	0.05	0.037	0.059
20/03/2025	06:00:00	0.985	0.349	229.287	4.557	0.639	0.478	0.748
20/03/2025	08:00:00	0.515	0.124	228.979	2.313	0.329	0.23	0.371
20/03/2025	10:00:00	0.37	0.107	232.129	1.66	0.23	0.156	0.254
20/03/2025	12:00:00	0.736	0.219	227.813	3.371	0.485	0.34	0.548
20/03/2025	14:00:00	0.454	0.084	238.776	1.932	0.279	0.204	0.323
20/03/2025	16:00:00	0.595	0.104	236.16	2.556	0.378	0.275	0.436
20/03/2025	18:00:00	0.971	0.29	238.412	4.25	0.644	0.461	0.737
20/03/2025	20:00:00	0.884	0.282	236.973	3.918	0.578	0.422	0.668
20/03/2025	22:00:00	0.477	0.071	238.609	2.019	0.303	0.21	0.34
21/03/2025	00:00:00	0.163	0.038	225.251	0.743	0.079	0.057	0.091
21/03/2025	02:00:00	0.112	0.031	234.079	0.496	0.045	0.03	0.049
21/03/2025	04:00:00	0.118	0.034	235.64	0.523	0.049	0.034	0.055
21/03/2025	06:00:00	0.96	0.299	225.252	4.463	0.625	0.463	0.728
21/03/2025	08:00:00	0.458	0.147	235.881	2.04	0.285	0.204	0.327
21/03/2025	10:00:00	0.363	0.082	233.687	1.59	0.217	0.158	0.25
21/03/2025	12:00:00	0.779	0.268	237.308	3.474	0.517	0.36	0.582
21/03/2025	14:00:00	0.421	0.111	226.915	1.918	0.255	0.189	0.297
21/03/2025	16:00:00	0.639	0.219	225.735	2.991	0.413	0.294	0.471
21/03/2025	18:00:00	0.999	0.316	235.902	4.443	0.678	0.465	0.756
21/03/2025	20:00:00	0.892	0.193	232.486	3.927	0.591	0.421	0.674
21/03/2025	22:00:00	0.449	0.155	229.926	2.065	0.287	0.193	0.317
22/03/2025	00:00:00	0.17	0.053	234.511	0.761	0.085	0.06	0.096
22/03/2025	02:00:00	0.113	0.039	236.722	0.505	0.045	0.031	0.05
22/03/2025	04:00:00	0.154	0.054	235.146	0.693	0.071	0.053	0.083
22/03/2025	06:00:00	1.093	0.365	226.905	5.081	0.732	0.52	0.834
22/03/2025	08:00:00	0.516	0.132	228.387	2.331	0.323	0.235	0.373
22/03/2025	10:00:00	0.39	0.114	233.016	1.744	0.241	0.168	0.271
22/03/2025	12:00:00	0.773	0.22	234.285	3.431	0.503	0.364	0.579
22/03/2025	14:00:00	0.454	0.088	225.55	2.052	0.28	0.204	0.323
22/03/2025	16:00:00	0.684	0.177	239.124	2.954	0.441	0.319	0.507
22/03/2025	18:00:00	1.03	0.241	238.924	4.427	0.693	0.485	0.782
22/03/2025	20:00:00	0.887	0.201	237.607	3.827	0.578	0.424	0.669
22/03/2025	22:00:00	0.551	0.198	231.467	2.528	0.357	0.246	0.399
23/03/2025	00:00:00	0.166	0.05	232.647	0.747	0.081	0.059	0.093
23/03/2025	02:00:00	0.119	0.035	239.856	0.519	0.048	0.035	0.056
23/03/2025	04:00:00	0.147	0.05	228.597	0.681	0.066	0.05	0.078
23/03/2025	06:00:00	0.923	0.264	231.481	4.146	0.599	0.445	0.698
23/03/2025	08:00:00	0.571	0.1	227.013	2.553	0.366	0.259	0.416
23/03/2025	10:00:00	0.38	0.117	239.352	1.663	0.231	0.166	0.264
23/03/2025	12:00:00	0.804	0.221	235.881	3.534	0.516	0.385	0.603
23/03/2025	14:00:00	0.442	0.142	235.836	1.968	0.268	0.2	0.314
23/03/2025	16:00:00	0.66	0.206	236.981	2.918	0.421	0.309	0.488
23/03/2025	18:00:00	1.152	0.286	227.288	5.223	0.793	0.536	0.876
23/03/2025	20:00:00	0.962	0.294	226.015	4.448	0.624	0.466	0.729
23/03/2025	22:00:00	0.589	0.189	239.692	2.579	0.381	0.267	0.43
24/03/2025	00:00:00	0.175	0.057	228.558	0.805	0.085	0.064	0.1
24/03/2025	02:00:00	0.107	0.019	238.412	0.457	0.039	0.029	0.046
24/03/2025	04:00:00	0.123	0.026	231.139	0.545	0.052	0.036	0.058
24/03/2025	06:00:00	0.93	0.32	233.861	4.205	0.615	0.441	0.704
24/03/2025	08:00:00	0.539	0.145	226.409	2.466	0.338	0.248	0.391
24/03/2025	10:00:00	0.385	0.099	233.593	1.701	0.239	0.164	0.267
24/03/2025	12:00:00	0.747	0.267	232.742	3.408	0.496	0.342	0.555
24/03/2025	14:00:00	0.415	0.131	237.185	1.836	0.248	0.188	0.292
24/03/2025	16:00:00	0.559	0.171	239.688	2.437	0.348	0.26	0.407
24/03/2025	18:00:00	0.907	0.321	229.693	4.188	0.6	0.428	0.686
24/03/2025	20:00:00	0.771	0.26	232.786	3.496	0.503	0.362	0.577
24/03/2025	22:00:00	0.501	0.146	226.018	2.307	0.312	0.228	0.36
25/03/2025	00:00:00	0.155	0.039	234.047	0.684	0.074	0.052	0.084
25/03/2025	02:00:00	0.102	0.033	229.328	0.466	0.036	0.026	0.041
25/03/2025	04:00:00	0.13	0.027	229.988	0.577	0.055	0.041	0.064
25/03/2025	06:00:00	1.015	0.216	226.825	4.577	0.67	0.487	0.772
25/03/2025	08:00:00	0.527	0.156	226.198	2.429	0.33	0.241	0.381
25/03/2025	10:00:00	0.42	0.138	239.686	1.842	0.261	0.183	0.295
25/03/2025	12:00:00	0.769	0.255	227.385	3.564	0.518	0.349	0.571
25/03/2025	14:00:00	0.432	0.14	226.962	2.002	0.264	0.194	0.306
25/03/2025	16:00:00	0.601	0.169	230.066	2.715	0.378	0.281	0.441
25/03/2025	18:00:00	0.948	0.173	226.141	4.261	0.617	0.457	0.718
25/03/2025	20:00:00	0.86	0.238	230.273	3.876	0.56	0.41	0.648
25/03/2025	22:00:00	0.51	0.159	237.599	2.249	0.317	0.234	0.368
26/03/2025	00:00:00	0.17	0.041	227.988	0.766	0.082	0.061	0.096
26/03/2025	02:00:00	0.112	0.038	232.698	0.507	0.044	0.031	0.049
26/03/2025	04:00:00	0.13	0.039	228.313	0.592	0.056	0.04	0.064
26/03/2025	06:00:00	0.852	0.202	239.273	3.658	0.548	0.41	0.641
26/03/2025	08:00:00	0.523	0.132	229.874	2.345	0.326	0.239	0.378
26/03/2025	10:00:00	0.4	0.104	235.801	1.752	0.241	0.178	0.28
26/03/2025	12:00:00	0.726	0.244	230.766	3.319	0.469	0.341	0.541
26/03/2025	14:00:00	0.452	0.137	237.397	1.992	0.277	0.204	0.322
26/03/2025	16:00:00	0.64	0.185	238.282	2.796	0.401	0.303	0.472
26/03/2025	18:00:00	1.02	0.364	236.704	4.576	0.683	0.482	0.775
26/03/2025	20:00:00	0.833	0.182	230.705	3.694	0.546	0.393	0.626
26/03/2025	22:00:00	0.508	0.162	232.753	2.292	0.323	0.228	0.366
27/03/2025	00:00:00	0.171	0.05	239.514	0.746	0.083	0.062	0.097
27/03/2025	02:00:00	0.12	0.02	234.332	0.518	0.048	0.036	0.056
27/03/2025	04:00:00	0.127	0.025	227.082	0.569	0.055	0.038	0.061
27/03/2025	06:00:00	0.928	0.314	227.862	4.298	0.618	0.436	0.701
27/03/2025	08:00:00	0.492	0.151	235.383	2.185	0.307	0.222	0.353
27/03/2025	10:00:00	0.345	0.099	234.13	1.534	0.212	0.144	0.235
27/03/2025	12:00:00	0.785	0.248	231.001	3.565	0.527	0.359	0.585
27/03/2025	14:00:00	0.394	0.066	229.938	1.738	0.243	0.171	0.275
27/03/2025	16:00:00	0.604	0.119	228.112	2.699	0.381	0.282	0.443
27/03/2025	18:00:00	0.932	0.311	227.939	4.313	0.635	0.429	0.701
27/03/2025	20:00:00	0.835	0.137	234.54	3.608	0.541	0.399	0.628
27/03/2025	22:00:00	0.442	0.12	233.963	1.959	0.274	0.196	0.314
28/03/2025	00:00:00	0.149	0.046	231.826	0.675	0.069	0.05	0.079
28/03/2025	02:00:00	0.103	0.031	230.021	0.468	0.037	0.027	0.042
28/03/2025	04:00:00	0.143	0.037	238.904	0.62	0.067	0.045	0.074
28/03/2025	06:00:00	1.018	0.288	230.368	4.594	0.697	0.471	0.769
28/03/2025	08:00:00	0.502	0.116	228.251	2.256	0.311	0.23	0.361
28/03/2025	10:00:00	0.37	0.118	228.468	1.698	0.217	0.165	0.256
28/03/2025	12:00:00	0.822	0.284	229.481	3.789	0.527	0.395	0.617
28/03/2025	14:00:00	0.441	0.148	239.795	1.941	0.267	0.2	0.313
28/03/2025	16:00:00	0.593	0.184	233.437	2.658	0.375	0.275	0.434
28/03/2025	18:00:00	0.967	0.17	229.749	4.274	0.624	0.471	0.734
28/03/2025	20:00:00	0.775	0.153	237.067	3.332	0.496	0.371	0.58
28/03/2025	22:00:00	0.537	0.169	235.362	2.393	0.34	0.244	0.39
29/03/2025	00:00:00	0.173	0.054	227.32	0.796	0.086	0.061	0.098
29/03/2025	02:00:00	0.128	0.038	230.48	0.579	0.054	0.039	0.062
29/03/2025	04:00:00	0.148	0.045	236.224	0.656	0.069	0.049	0.078
29/03/2025	06:00:00	0.998	0.332	235.703	4.46	0.654	0.481	0.758
29/03/2025	08:00:00	0.532	0.137	238.263	2.306	0.347	0.234	0.383
29/03/2025	10:00:00	0.387	0.111	231.911	1.735	0.237	0.167	0.269
29/03/2025	12:00:00	0.892	0.211	237.553	3.861	0.595	0.418	0.673
29/03/2025	14:00:00	0.523	0.104	230.779	2.311	0.34	0.231	0.376
29/03/2025	16:00:00	0.659	0.194	235.891	2.913	0.418	0.311	0.487
29/03/2025	18:00:00	1.099	0.308	228.008	5.004	0.751	0.513	0.834
29/03/2025	20:00:00	0.826	0.207	225.55	3.773	0.537	0.392	0.62
29/03/2025	22:00:00	0.531	0.184	231.105	2.432	0.327	0.248	0.385
30/03/2025	00:00:00	0.194	0.056	228.323	0.885	0.104	0.07	0.115
30/03/2025	02:00:00	0.128	0.035	226.697	0.584	0.055	0.038	0.062
30/03/2025	04:00:00	0.15	0.042	236.36	0.658	0.068	0.051	0.08
30/03/2025	06:00:00	1.013	0.253	234.689	4.449	0.657	0.494	0.77
30/03/2025	08:00:00	0.493	0.165	239.386	2.172	0.306	0.224	0.354
30/03/2025	10:00:00	0.443	0.146	231.163	2.016	0.274	0.197	0.314
30/03/2025	12:00:00	0.852	0.149	231.801	3.73	0.554	0.406	0.641
30/03/2025	14:00:00	0.496	0.145	226.762	2.277	0.316	0.22	0.355
30/03/2025	16:00:00	0.624	0.209	233.829	2.813	0.392	0.294	0.459
30/03/2025	18:00:00	1.085	0.37	235.09	4.877	0.743	0.505	0.823
30/03/2025	20:00:00	0.851	0.277	226.876	3.944	0.549	0.408	0.641
30/03/2025	22:00:00	0.496	0.135	236.908	2.169	0.31	0.224	0.357
31/03/2025	00:00:00	0.178	0.059	230.591	0.815	0.089	0.065	0.103
31/03/2025	02:00:00	0.103	0.032	232.481	0.466	0.037	0.027	0.043
31/03/2025	04:00:00	0.135	0.031	236.604	0.587	0.059	0.043	0.068
31/03/2025	06:00:00	0.856	0.28	233.128	3.863	0.55	0.413	0.645
31/03/2025	08:00:00	0.494	0.107	229.937	2.197	0.307	0.224	0.355
31/03/2025	10:00:00	0.418	0.147	236.326	1.876	0.258	0.184	0.295
31/03/2025	12:00:00	0.773	0.21	235.39	3.405	0.506	0.362	0.579
31/03/2025	14:00:00	0.425	0.071	229.118	1.88	0.26	0.189	0.3
31/03/2025	16:00:00	0.548	0.105	227.576	2.45	0.35	0.248	0.398
31/03/2025	18:00:00	1.037	0.208	237.07	4.46	0.693	0.492	0.789
31/03/2025	20:00:00	0.765	0.197	227.294	3.477	0.497	0.361	0.572
31/03/2025	22:00:00	0.497	0.125	232.477	2.203	0.304	0.23	0.357
01/04/2025	00:00:00	0.135	0.044	235.78	0.605	0.06	0.042	0.068
01/04/2025	02:00:00	0.101	0.02	239.631	0.428	0.035	0.025	0.04
01/04/2025	04:00:00	0.122	0.036	226.836	0.562	0.051	0.036	0.058
01/04/2025	06:00:00	0.867	0.287	232.27	3.934	0.583	0.401	0.651
01/04/2025	08:00:00	0.428	0.107	237.243	1.859	0.263	0.19	0.302
01/04/2025	10:00:00	0.317	0.058	228.54	1.408	0.19	0.131	0.212
01/04/2025	12:00:00	0.708	0.171	232.002	3.138	0.459	0.33	0.526
01/04/2025	14:00:00	0.41	0.081	229.65	1.819	0.255	0.178	0.287
01/04/2025	16:00:00	0.529	0.145	237.394	2.312	0.329	0.244	0.383
01/04/2025	18:00:00	0.821	0.155	235.454	3.548	0.55	0.378	0.614
01/04/2025	20:00:00	0.77	0.265	227.192	3.586	0.5	0.364	0.576
01/04/2025	22:00:00	0.48	0.153	239.334	2.106	0.306	0.212	0.343
02/04/2025	00:00:00	0.152	0.04	225.571	0.695	0.072	0.05	0.081
02/04/2025	02:00:00	0.095	0.03	238.381	0.419	0.031	0.023	0.036
02/04/2025	04:00:00	0.111	0.032	237.488	0.488	0.044	0.03	0.049
02/04/2025	06:00:00	0.852	0.174	232.212	3.745	0.559	0.403	0.642
02/04/2025	08:00:00	0.475	0.116	226.59	2.159	0.301	0.21	0.339
02/04/2025	10:00:00	0.376	0.094	228.42	1.699	0.228	0.164	0.261
02/04/2025	12:00:00	0.681	0.23	226.679	3.171	0.451	0.309	0.502
02/04/2025	14:00:00	0.418	0.083	230.759	1.849	0.251	0.189	0.295
02/04/2025	16:00:00	0.562	0.11	237.949	2.405	0.355	0.258	0.409
02/04/2025	18:00:00	0.94	0.184	231.427	4.141	0.624	0.444	0.712
02/04/2025	20:00:00	0.787	0.199	226.263	3.587	0.517	0.367	0.589
02/04/2025	22:00:00	0.458	0.08	235.395	1.976	0.291	0.201	0.325
03/04/2025	00:00:00	0.141	0.048	237.323	0.628	0.064	0.045	0.073
03/04/2025	02:00:00	0.107	0.021	226.597	0.482	0.041	0.028	0.046
03/04/2025	04:00:00	0.12	0.035	229.672	0.542	0.05	0.034	0.055
03/04/2025	06:00:00	0.796	0.276	233.678	3.606	0.513	0.379	0.597
03/04/2025	08:00:00	0.472	0.073	229.578	2.08	0.295	0.211	0.337
03/04/2025	10:00:00	0.35	0.057	225.637	1.571	0.206	0.153	0.24
03/04/2025	12:00:00	0.703	0.202	230.956	3.166	0.461	0.324	0.521
03/04/2025	14:00:00	0.411	0.112	227.383	1.875	0.257	0.178	0.288
03/04/2025	16:00:00	0.542	0.166	227.554	2.49	0.338	0.25	0.393
03/04/2025	18:00:00	0.829	0.219	230.688	3.718	0.532	0.4	0.624
03/04/2025	20:00:00	0.763	0.123	239.797	3.221	0.509	0.349	0.567
03/04/2025	22:00:00	0.427	0.084	225.432	1.932	0.257	0.194	0.302
04/04/2025	00:00:00	0.141	0.046	233.158	0.635	0.065	0.044	0.072
04/04/2025	02:00:00	0.105	0.021	236.285	0.454	0.038	0.028	0.044
04/04/2025	04:00:00	0.125	0.03	230.358	0.558	0.051	0.038	0.06
04/04/2025	06:00:00	0.882	0.311	239.487	3.903	0.568	0.426	0.665
04/04/2025	08:00:00	0.415	0.129	231.472	1.875	0.26	0.179	0.29
04/04/2025	10:00:00	0.347	0.078	232.271	1.531	0.206	0.15	0.237
04/04/2025	12:00:00	0.677	0.143	236.303	2.927	0.426	0.323	0.501
04/04/2025	14:00:00	0.37	0.111	228.254	1.693	0.221	0.162	0.256
04/04/2025	16:00:00	0.566	0.186	237.356	2.511	0.363	0.257	0.413
04/04/2025	18:00:00	0.873	0.216	232.586	3.866	0.59	0.402	0.654
04/04/2025	20:00:00	0.701	0.172	226.388	3.189	0.453	0.328	0.521
04/04/2025	22:00:00	0.418	0.109	226.833	1.904	0.255	0.186	0.294
05/04/2025	00:00:00	0.181	0.059	231.107	0.822	0.092	0.065	0.104
05/04/2025	02:00:00	0.104	0.029	232.412	0.464	0.038	0.027	0.043
05/04/2025	04:00:00	0.139	0.025	228.306	0.62	0.064	0.044	0.071
05/04/2025	06:00:00	0.9	0.282	227.773	4.141	0.589	0.429	0.68
05/04/2025	08:00:00	0.499	0.088	225.786	2.243	0.307	0.23	0.359
05/04/2025	10:00:00	0.367	0.116	226.717	1.696	0.226	0.155	0.252
05/04/2025	12:00:00	0.785	0.147	228.464	3.495	0.524	0.361	0.585
05/04/2025	14:00:00	0.461	0.114	237.645	1.996	0.287	0.205	0.328
05/04/2025	16:00:00	0.587	0.153	228.412	2.658	0.385	0.262	0.427
05/04/2025	18:00:00	1.005	0.3	238.71	4.393	0.676	0.472	0.762
05/04/2025	20:00:00	0.846	0.205	235.022	3.705	0.548	0.405	0.637
05/04/2025	22:00:00	0.458	0.161	239.584	2.027	0.285	0.204	0.326
06/04/2025	00:00:00	0.162	0.034	230.428	0.718	0.079	0.055	0.089
06/04/2025	02:00:00	0.118	0.031	230.953	0.53	0.049	0.033	0.054
06/04/2025	04:00:00	0.144	0.033	239.446	0.619	0.065	0.048	0.076
06/04/2025	06:00:00	0.843	0.165	237.313	3.618	0.563	0.39	0.632
06/04/2025	08:00:00	0.471	0.144	234.569	2.102	0.294	0.211	0.337
06/04/2025	10:00:00	0.374	0.12	238.622	1.648	0.228	0.161	0.259
06/04/2025	12:00:00	0.746	0.193	234.913	3.279	0.499	0.339	0.553
06/04/2025	14:00:00	0.403	0.086	228.365	1.806	0.245	0.178	0.283
06/04/2025	16:00:00	0.562	0.135	232.549	2.487	0.349	0.263	0.41
06/04/2025	18:00:00	0.945	0.253	237.079	4.127	0.609	0.46	0.716
